State,District,Location,Pincode,Country
Assam,Nalbari,Dakhingaon,781350,India
Assam,Nalbari,Dalbari,781333,India
Assam,Nalbari,Dangarkuchi,781368,India
Assam,Nalbari,Dangarmakha,781333,India
Assam,Nalbari,Darangamela,781360,India
Assam,Nalbari,Darangapara,781360,India
Assam,Nalbari,Daulasal,781312,India
Assam,Nalbari,Debachara,781333,India
Assam,Nalbari,Deharkalakuchi,781310,India
Assam,Nalbari,Dhanbil,781348,India
Assam,Nalbari,Dhekipota,781368,India
Assam,Nalbari,Dhuhi,781350,India
Assam,Nalbari,Dighaldonga,781348,India
Assam,Nalbari,Digheli,781371,India
Assam,Nalbari,Dihira,781372,India
Assam,Nalbari,Dirua,781304,India
Assam,Nalbari,Dongpar,781368,India
Assam,Nalbari,Doomni,781373,India
Assam,Nalbari,Dumuria,781367,India
Assam,Nalbari,Gamurimuri,781306,India
Assam,Nalbari,Gandhia,781304,India
Assam,Nalbari,Gandhibari,781367,India
Assam,Nalbari,Garamdew,781377,India
Assam,Nalbari,Gerua,781344,India
Assam,Nalbari,Geruapara,781355,India
Assam,Nalbari,Ghogpar,781367,India
Assam,Nalbari,Ghograpar,781369,India
Assam,Nalbari,Gobradal,781370,India
Assam,Nalbari,Golibandha,781340,India
Assam,Nalbari,Gopalbazar,781353,India
Assam,Nalbari,Gopalthan,781334,India
Assam,Nalbari,Guakuchi,781369,India
Assam,Nalbari,Haribhanga,781378,India
Assam,Nalbari,Hatinamati,781337,India
Assam,Nalbari,Haziragaon,781360,India
Assam,Nalbari,Helacha,781338,India
Assam,Nalbari,Helana,781340,India
Assam,Nalbari,Hidilatari,781138,India
Assam,Nalbari,Jagra,781310,India
Assam,Nalbari,Jalagaon,781373,India
Assam,Nalbari,Jalkhana,781371,India
Assam,Nalbari,Janijog,781334,India
Assam,Nalbari,Japadang,781348,India
Assam,Nalbari,Jaysagar,781126,India
Assam,Nalbari,Kachubari,781367,India
Assam,Nalbari,Kachukata,781367,India
Assam,Nalbari,Kachupathar,781138,India
Assam,Nalbari,Kaithalkuchi,781370,India
Assam,Nalbari,Kakaya,781304,India
Assam,Nalbari,Kalag,781351,India
Assam,Nalbari,Kalarchar,781312,India
Assam,Nalbari,Kalaskuchi,781367,India
Assam,Nalbari,Kalbari,781367,India
Assam,Nalbari,Kalcheni,781368,India
Assam,Nalbari,Kalipur,781360,India
Assam,Nalbari,Kaljar,781346,India
Assam,Nalbari,Kamarkuchi,781347,India
Assam,Nalbari,Kamrupbarkhola,781350,India
Assam,Nalbari,Kandhbari,781126,India
Assam,Nalbari,Kaplabari,781138,India
Assam,Nalbari,Karemura,781355,India
Assam,Nalbari,Karia,781339,India
Assam,Nalbari,Kataligaon,781372,India
Assam,Nalbari,Kathalbari,781346,India
Assam,Nalbari,Kauli,781360,India
Assam,Nalbari,Kazipara,781341,India
Assam,Nalbari,Kekankuchi,781138,India
Assam,Nalbari,Kendukuchi,781341,India
Assam,Nalbari,Khakrisal,781310,India
Assam,Nalbari,Kharsitha,781370,India
Assam,Nalbari,Kharua,781346,India
Assam,Nalbari,Khatabari,781335,India
Assam,Nalbari,Khatikuchi,781369,India
Assam,Nalbari,Khgrabari,781344,India
Assam,Nalbari,Kukundi,781340,India
Assam,Nalbari,Kumarikata,781360,India
Assam,Nalbari,Lachima,781312,India
Assam,Nalbari,Lafakuxchi,781377,India
Assam,Nalbari,Lahkarpara,781350,India
Assam,Nalbari,Lakhopur,781338,India
Assam,Nalbari,Larkuchi,781138,India
Assam,Nalbari,Latibari,781368,India
Assam,Nalbari,Loharkata,781126,India
Assam,Nalbari,Lowpara,781126,India
Assam,Nalbari,Lowtola,781126,India
Assam,Nalbari,Madhapur,781346,India
Assam,Nalbari,Mahina,781349,India
Assam,Nalbari,Makhibaha,781374,India
Assam,Nalbari,Marowa,781348,India
Assam,Nalbari,Mazdia,781367,India
Assam,Nalbari,Medaghat,781355,India
Assam,Nalbari,Menaka,781360,India
Assam,Nalbari,Meritary,781126,India
Assam,Nalbari,Merkuchi,781346,India
Assam,Nalbari,Milanpur,781337,India
Assam,Nalbari,Motipur,781372,India
Assam,Nalbari,Mugdi,781312,India
Assam,Nalbari,Mugkuchi,781334,India
Assam,Nalbari,Mukalmua,781126,India
Assam,Nalbari,Muktapur,781344,India
Assam,Nalbari,Mularkuchi,781303,India
Assam,Nalbari,Murmela,781346,India
Assam,Nalbari,Mussalpur,781372,India
Assam,Nalbari,Nagrijuli,781368,India
Assam,Nalbari,Naherbari,781349,India
Assam,Nalbari,Nakhara,781371,India
Assam,Nalbari,Nalbari,781335,India
Assam,Nalbari,Nankarbhaira,781369,India
Assam,Nalbari,Narayanpur,781372,India
Assam,Nalbari,Narua,781138,India
Assam,Nalbari,Nathkuchi,781355,India
Assam,Nalbari,Natunhowly,781367,India
Assam,Nalbari,Nayabasti,781344,India
Assam,Nalbari,Nichalamari,781349,India
Assam,Nalbari,Nikashi,781372,India
Assam,Nalbari,Niz Bahjani,781334,India
Assam,Nalbari,Niz Namati,781355,India
Assam,Nalbari,Nizbangalipara,781333,India
Assam,Nalbari,Nizdafeli,781367,India
Assam,Nalbari,Nizdhamdhama,781349,India
Assam,Nalbari,Nizpakoa,781353,India
Assam,Nalbari,Nizsantipur,781349,India
Assam,Nalbari,Niztapa,781338,India
Assam,Nalbari,Pachim Kajia gaon,781138,India
Assam,Nalbari,Pachimchamata,781306,India
Assam,Nalbari,Pachimjargaon,781367,India
Assam,Nalbari,Paddapar,781367,India
Assam,Nalbari,Paharpur,781360,India
Assam,Nalbari,Pakhamara,781348,India
Assam,Nalbari,Pakribari,781360,India
Assam,Nalbari,Pamuapathar,781372,India
Assam,Nalbari,Panigaon,781303,India
Assam,Nalbari,Patkijuli,781360,India
Assam,Nalbari,Peradhara,781312,India
Assam,Nalbari,Piplibari,781338,India
Assam,Nalbari,Pub Baramchari,781333,India
Assam,Nalbari,Pubkalakuchi,781348,India
Assam,Nalbari,Rampur,781377,India
Assam,Nalbari,Rampur Dekapara,781340,India
Assam,Nalbari,Raumaripathar,781312,India
Assam,Nalbari,Rupia Bathan,781306,India
Assam,Nalbari,Sandheli,781353,India
Assam,Nalbari,Sanekuchi,781350,India
Assam,Nalbari,Saraimari,781377,India
Assam,Nalbari,Satala,781312,India
Assam,Nalbari,Sathimuka,781355,India
Assam,Nalbari,Saukuchi,781333,India
Assam,Nalbari,Sauramari,781350,India
Assam,Nalbari,Sialmari,781371,India
Assam,Nalbari,Sidhinathpur,781368,India
Assam,Nalbari,Solmara,781338,India
Assam,Nalbari,Sondha,781337,India
Assam,Nalbari,Subankhata,781372,India
Assam,Nalbari,Suradi,781340,India
Assam,Nalbari,Tambulpur,781367,India
Assam,Nalbari,Terechia,781334,India
Assam,Nalbari,Thamna,781377,India
Assam,Nalbari,Thanguri,781333,India
Assam,Nalbari,Tihu,781371,India
Assam,Nalbari,Tinpukhuri,781367,India
Assam,Nalbari,Trbitola,781368,India
Assam,Nalbari,Ulabari,781339,India
Assam,Nalbari,Ulubari,781367,India
Assam,Nalbari,Uttarbarsiral,781349,India
Assam,Nalbari,Uttarkuchi,781372,India
Assam,Nalbari,Zarkona,781367,India
Assam,Nagaon,Aibheti,782002,India
Assam,Nagaon,Akorabori,782123,India
Assam,Nagaon,Alitangani,782124,India
Assam,Nagaon,Ambagan,782120,India
Assam,Nagaon,Ambari,782445,India
Assam,Nagaon,Amguri,782136,India
Assam,Nagaon,Amlakhi,782122,India
Assam,Nagaon,Amolapatty,782003,India
Assam,Nagaon,Amoni,782138,India
Assam,Nagaon,Amsoi Bazar,782425,India
Assam,Nagaon,Amtola,782435,India
Assam,Nagaon,Anneria,782446,India
Assam,Nagaon,Azarbari Krishna nagar,782442,India
Assam,Nagaon,Bagamukh,782120,India
Assam,Nagaon,Bagari,782136,India
Assam,Nagaon,Bagariguri,782103,India
Assam,Nagaon,Bajbatamari,782425,India
Assam,Nagaon,Bajiagaon,782140,India
Assam,Nagaon,Baligaon,782144,India
Assam,Nagaon,Balikatia,782122,India
Assam,Nagaon,Balisatra,782122,India
Assam,Nagaon,Bamuni,782102,India
Assam,Nagaon,Bamunijan,782425,India
Assam,Nagaon,Barangatoli,782141,India
Assam,Nagaon,Barangatoli Bazar,782445,India
Assam,Nagaon,Barapatia,782428,India
Assam,Nagaon,Barapujia,782107,India
Assam,Nagaon,Barbhagia,782138,India
Assam,Nagaon,Barchila,782142,India
Assam,Nagaon,Barghat,782125,India
Assam,Nagaon,Barhampur,782102,India
Assam,Nagaon,Barhawar,782439,India
Assam,Nagaon,Barmanipur,782142,India
Assam,Nagaon,Barpanigaon,782141,India
Assam,Nagaon,Batadraba,782122,India
Assam,Nagaon,Batamari,782122,India
Assam,Nagaon,Bebejia,782142,India
Assam,Nagaon,Bechamari,782123,India
Assam,Nagaon,Beltola,782425,India
Assam,Nagaon,Bengenaati,782427,India
Assam,Nagaon,Bhalukmari,782442,India
Assam,Nagaon,Bharidhua,782120,India
Assam,Nagaon,Bheleoguri,782140,India
Assam,Nagaon,Bhomoraguri,782103,India
Assam,Nagaon,Bhuragaon,782001,India
Assam,Nagaon,Biharigaon,782101,India
Assam,Nagaon,Bihlangani,782002,India
Assam,Nagaon,Biorbheti Dhing,782123,India
Assam,Nagaon,Borbheti,782122,India
Assam,Nagaon,Borboha,782442,India
Assam,Nagaon,Borghuli,782143,India
Assam,Nagaon,Borghuli Sapmar,782120,India
Assam,Nagaon,Borkola,782144,India
Assam,Nagaon,Burapahar,782136,India
Assam,Nagaon,Burhachaparigao,782120,India
Assam,Nagaon,Chakalaghat,782142,India
Assam,Nagaon,Chakitop,782140,India
Assam,Nagaon,Chalapathar,782122,India
Assam,Nagaon,Chalchali,782141,India
Assam,Nagaon,Chamuagaon,782123,India
Assam,Nagaon,Changmaji,782440,India
Assam,Nagaon,Chapanalla,782135,India
Assam,Nagaon,Chaparmukh,782425,India
Assam,Nagaon,Charing,782439,India
Assam,Nagaon,Chatabar,782103,India
Assam,Nagaon,Chillangani,782002,India
Assam,Nagaon,Chitalmari Beel,782124,India
Assam,Nagaon,Chottahaibor,782003,India
Assam,Nagaon,Daboka,782440,India
Assam,Nagaon,Dagaon,782124,India
Assam,Nagaon,Dakarghat,782003,India
Assam,Nagaon,Dakhin Beloguri,782120,India
Assam,Nagaon,Dakhin Sangchaki,782426,India
Assam,Nagaon,Debasthan Bazar,782481,India
Assam,Nagaon,Debnarikoli,782426,India
Assam,Nagaon,Deorigaon,782460,India
Assam,Nagaon,Derapathar,782446,India
Assam,Nagaon,Dhaniabheti,782122,India
Assam,Nagaon,Dhing,782123,India
Assam,Nagaon,Dhing Bazar,782123,India
Assam,Nagaon,Dhupaguri,782123,India
Assam,Nagaon,Dighaldori,782103,India
Assam,Nagaon,Dighali,782125,India
Assam,Nagaon,Dighaliati,782103,India
Assam,Nagaon,Dighaljar,782439,India
Assam,Nagaon,Dimaruguri,782003,India
Assam,Nagaon,Dimrupar,782435,India
Assam,Nagaon,Dumaihagi Dapara,782428,India
Assam,Nagaon,Fakali Pathar,782124,India
Assam,Nagaon,Fulaguri,782103,India
Assam,Nagaon,Fultoli Bazar,782446,India
Assam,Nagaon,Gakhajua,782142,India
Assam,Nagaon,Garajan Bazar,782124,India
Assam,Nagaon,Garukhunda,782428,India
Assam,Nagaon,Gaspara,782425,India
Assam,Nagaon,Gatonga,782125,India
Assam,Nagaon,Gerjaipam,782426,India
Assam,Nagaon,Geruaati Bazar,782140,India
Assam,Nagaon,Ghahibhatikuri,782460,India
Assam,Nagaon,Ghehua Chalchali,782124,India
Assam,Nagaon,Ghilani,782426,India
Assam,Nagaon,Golaghatiabasti,782435,India
Assam,Nagaon,Gopalnagar,782435,India
Assam,Nagaon,Gosaibori,782142,India
Assam,Nagaon,Gosaigaon,782446,India
Assam,Nagaon,Haiborgaon,782002,India
Assam,Nagaon,Halowagaon,782141,India
Assam,Nagaon,Hariamukh,782103,India
Assam,Nagaon,Hatbor,782136,India
Assam,Nagaon,Hatichung,782142,India
Assam,Nagaon,Hatipara,782003,India
Assam,Nagaon,Hatipukhuri,782125,India
Assam,Nagaon,Hatizuzua,782122,India
Assam,Nagaon,Hatlaokhowa,782120,India
Assam,Nagaon,Hawaipur,782446,India
Assam,Nagaon,Herapatty,782002,India
Assam,Nagaon,Hindu Block,782440,India
Assam,Nagaon,Hoj R.s.,782435,India
Assam,Nagaon,Hojai,782435,India
Assam,Nagaon,Hojai Bazar,782435,India
Assam,Nagaon,Huzrangagarah,782002,India
Assam,Nagaon,Itachali,782003,India
Assam,Nagaon,Jajori,782142,India
Assam,Nagaon,Jakhalabandha,782136,India
Assam,Nagaon,Jamuguri,782142,India
Assam,Nagaon,Jamunamukh,782428,India
Assam,Nagaon,Jengani,782122,India
Assam,Nagaon,Jogijan Bazar,782429,India
Assam,Nagaon,Jorapukhuri,782435,India
Assam,Nagaon,Joynagar Madrassa,782445,India
Assam,Nagaon,Jumurmur,782427,India
Assam,Nagaon,Jungl Block,782428,India
Assam,Nagaon,Jurapukhuri,782442,India
Assam,Nagaon,Juria,782124,India
Assam,Nagaon,Jurirpar,782426,India
Assam,Nagaon,Kachamari Boragaon,782002,India
Assam,Nagaon,Kachua,782426,India
Assam,Nagaon,Kadomoni,782122,India
Assam,Nagaon,Kakatigaon,782425,India
Assam,Nagaon,Kakhorigaon,782141,India
Assam,Nagaon,Kaki,782446,India
Assam,Nagaon,Kaki Chalchali,782442,India
Assam,Nagaon,Kaliadinga,782124,India
Assam,Nagaon,Kalongpar Halowagaon,782141,India
Assam,Nagaon,Kampur,782426,India
Assam,Nagaon,Kanchanpur,782125,India
Assam,Nagaon,Kandali,782102,India
Assam,Nagaon,Kandhulimari,782123,India
Assam,Nagaon,Kapashbari,782445,India
Assam,Nagaon,Karayani,782439,India
Assam,Nagaon,Kashari,782124,India
Assam,Nagaon,Kathalguri,782135,India
Assam,Nagaon,Kathiatoli,782427,India
Assam,Nagaon,Kathpara Bazar,782120,India
Assam,Nagaon,Kawaimari,782140,India
Assam,Nagaon,Khaigarh,782103,India
Assam,Nagaon,Kharikhana,782446,India
Assam,Nagaon,Khutikatia,782002,India
Assam,Nagaon,Komorakata,782435,India
Assam,Nagaon,Koroiguri,782440,India
Assam,Nagaon,Kumargaon,782125,India
Assam,Nagaon,Kurhimari,782143,India
Assam,Nagaon,Kuthori,782136,India
Assam,Nagaon,Kuworitul,782137,India
Assam,Nagaon,Lachit Pathar,782446,India
Assam,Nagaon,Lailuri,782120,India
Assam,Nagaon,Lalunggaon,782122,India
Assam,Nagaon,Lamsakhang,782446,India
Assam,Nagaon,Lanka,782446,India
Assam,Nagaon,Lankeswarigrant,782446,India
Assam,Nagaon,Laopani,782425,India
Assam,Nagaon,Laskarpathar,782446,India
Assam,Nagaon,Leteripar Bazar,782124,India
Assam,Nagaon,Lumding,782447,India
Assam,Nagaon,Lumding Bazar,782447,India
Assam,Nagaon,Madhupur,782003,India
Assam,Nagaon,Magurmari,782140,India
Assam,Nagaon,Mainapur Bazar,782446,India
Assam,Nagaon,Majarati,782002,India
Assam,Nagaon,Majgaon,782142,India
Assam,Nagaon,Majpathori,782003,India
Assam,Nagaon,Marangialgaon,782141,India
Assam,Nagaon,Marwaripatty,782001,India
Assam,Nagaon,Missa,782138,India
Assam,Nagaon,Mithapukhuripar,782124,India
Assam,Nagaon,Modertoli,782440,India
Assam,Nagaon,Mohkhuli,782003,India
Assam,Nagaon,Molankata,782103,India
Assam,Nagaon,Morikolong,782001,India
Assam,Nagaon,Mowamari,782140,India
Assam,Nagaon,Murazar Bazar,782439,India
Assam,Nagaon,Nagaon,782001,India
Assam,Nagaon,Nagaon Girls college,782001,India
Assam,Nagaon,Nagaon Padel,782003,India
Assam,Nagaon,Nakhuti Bazar,782446,India
Assam,Nagaon,Nandapur Chariali,782435,India
Assam,Nagaon,Nibukali,782102,India
Assam,Nagaon,Nilbagan,782445,India
Assam,Nagaon,Niz-dhing,782123,India
Assam,Nagaon,Niz-narikoli,782426,India
Assam,Nagaon,Nonoi,782101,India
Assam,Nagaon,Oper Uzaragaon,782101,India
Assam,Nagaon,Padumoni,782140,India
Assam,Nagaon,Padumpukhuri,782435,India
Assam,Nagaon,Palasani,782003,India
Assam,Nagaon,Parkup Pahar,782135,India
Assam,Nagaon,Pathori,782003,India
Assam,Nagaon,Patiachapari,782122,India
Assam,Nagaon,Patiapam,782426,India
Assam,Nagaon,Pipal Pukhuri,782446,India
Assam,Nagaon,Potani Gomothagaon,782102,India
Assam,Nagaon,Pub Amarakanda,782125,India
Assam,Nagaon,Pub Baralimari,782124,India
Assam,Nagaon,Pub Futaljar,782124,India
Assam,Nagaon,Pub Lumding bazar,782447,India
Assam,Nagaon,Pubguimari,782425,India
Assam,Nagaon,Pubsalpara,782125,India
Assam,Nagaon,Pubthoria,782137,India
Assam,Nagaon,Purana Kaki,782442,India
Assam,Nagaon,Puranigudam,782141,India
Assam,Nagaon,Puthikhaiti,782125,India
Assam,Nagaon,Puthimari Bazar,782426,India
Assam,Nagaon,Radhanagar,782429,India
Assam,Nagaon,Raha,782103,India
Assam,Nagaon,Rahagaon,782103,India
Assam,Nagaon,Rangagarah,782140,India
Assam,Nagaon,Rantholi,782101,India
Assam,Nagaon,Rengbeng,782427,India
Assam,Nagaon,Rowmari,782125,India
Assam,Nagaon,Rowmari Bill,782123,India
Assam,Nagaon,Rupahi,782125,India
Assam,Nagaon,Saidoria,782125,India
Assam,Nagaon,Salana,782139,India
Assam,Nagaon,Salmora,782425,India
Assam,Nagaon,Samaguri,782140,India
Assam,Nagaon,Samarail,782439,India
Assam,Nagaon,Sambari Dagaon,782446,India
Assam,Nagaon,Sankardev Nagar,782442,India
Assam,Nagaon,Sankarpur,782446,India
Assam,Nagaon,Saragaon,782103,India
Assam,Nagaon,Sarishabari,782139,India
Assam,Nagaon,Satlanga,782426,India
Assam,Nagaon,Seconee Borhola,782136,India
Assam,Nagaon,Senchowa,782002,India
Assam,Nagaon,Sibasthan,782140,India
Assam,Nagaon,Sibpur,782429,India
Assam,Nagaon,Silghat,782143,India
Assam,Nagaon,Siliguri,782435,India
Assam,Nagaon,Silpukhuri,782123,India
Assam,Nagaon,Simaluguri,782426,India
Assam,Nagaon,Singari Madrassa,782124,India
Assam,Nagaon,Singia,782140,India
Assam,Nagaon,Singimari,782125,India
Assam,Nagaon,Solmari,782002,India
Assam,Nagaon,Sologuri,782123,India
Assam,Nagaon,Sonarigaon,782143,India
Assam,Nagaon,Sutirpar,782124,India
Assam,Nagaon,Tarabari,782125,India
Assam,Nagaon,Teliabebejia,782124,India
Assam,Nagaon,Teliachapari,782125,India
Assam,Nagaon,Teliagaon,782141,India
Assam,Nagaon,Telibasti,782435,India
Assam,Nagaon,Teralangso,782446,India
Assam,Nagaon,Tetelisara,782426,India
Assam,Nagaon,Thaisupar,782446,India
Assam,Nagaon,Tiniali Bazar,782446,India
Assam,Nagaon,Tinsukia Juria,782124,India
Assam,Nagaon,Tuktuki,782123,India
Assam,Nagaon,Tulashimukh,782101,India
Assam,Nagaon,Udalani Bazar,782446,India
Assam,Nagaon,Udmari,782140,India
Assam,Nagaon,Ulukunchi,782410,India
Assam,Nagaon,Uriagaon,782003,India
Assam,Nagaon,Uttar Garajan,782124,India
Assam,Nagaon,Uttar Khatowal,782124,India
Assam,Nagaon,Uttar Petboha,782460,India
Assam,Marigaon,Ahatguri,782412,India
Assam,Marigaon,Alikuchi,782103,India
Assam,Marigaon,Amlighat,782410,India
Assam,Marigaon,Azarbari,782105,India
Assam,Marigaon,Baghara,782105,India
Assam,Marigaon,Bamunbori,782103,India
Assam,Marigaon,Bangaldhara,782412,India
Assam,Marigaon,Bangalpara,782105,India
Assam,Marigaon,Baralimari,782001,India
Assam,Marigaon,Barangani,782127,India
Assam,Marigaon,Barbori,782127,India
Assam,Marigaon,Barchala,782103,India
Assam,Marigaon,Baribandha,782127,India
Assam,Marigaon,Barkuloi,782411,India
Assam,Marigaon,Barpak,782411,India
Assam,Marigaon,Bhurbandha,782104,India
Assam,Marigaon,Buraburi,782411,India
Assam,Marigaon,Burgaon,782411,India
Assam,Marigaon,Chabukdhara,782103,India
Assam,Marigaon,Charaibahi,782103,India
Assam,Marigaon,Chetwaikhaitee,782127,India
Assam,Marigaon,Damal,782105,India
Assam,Marigaon,Datialbori,782126,India
Assam,Marigaon,Dayang Beloguri,782410,India
Assam,Marigaon,Deosal,782410,India
Assam,Marigaon,Dewaguri,782127,India
Assam,Marigaon,Dharamtul,782412,India
Assam,Marigaon,Dighalbori,782105,India
Assam,Marigaon,Doloichuba,782105,India
Assam,Marigaon,Doloigaon,782126,India
Assam,Marigaon,Dongarbori,782410,India
Assam,Marigaon,Dumkura Bazar,782127,India
Assam,Marigaon,Dungarpar,782001,India
Assam,Marigaon,Falihamari Pathar,782127,India
Assam,Marigaon,Gagalmari,782001,India
Assam,Marigaon,Gandhibori,782103,India
Assam,Marigaon,Garukhuti,782103,India
Assam,Marigaon,Geruagaon,782001,India
Assam,Marigaon,Ghagua,782105,India
Assam,Marigaon,Goroimari,782104,India
Assam,Marigaon,Goroimaripathar,782126,India
Assam,Marigaon,Habibarangabari,782103,India
Assam,Marigaon,Hahcharagaon,782126,India
Assam,Marigaon,Haloakanda,782001,India
Assam,Marigaon,Hatiamukh,782411,India
Assam,Marigaon,Jagi,782411,India
Assam,Marigaon,Jagibhakatgaon,782411,India
Assam,Marigaon,Jagiroad,782410,India
Assam,Marigaon,Jalakiabari,782127,India
Assam,Marigaon,Jaluguti,782104,India
Assam,Marigaon,Jhargaon,782411,India
Assam,Marigaon,Kachadhara Nakhanda,782104,India
Assam,Marigaon,Kagajnagar,782413,India
Assam,Marigaon,Kapahera,782103,India
Assam,Marigaon,Karatipam,782105,India
Assam,Marigaon,Katanigaon,782127,India
Assam,Marigaon,Khaplangkuchi,782103,India
Assam,Marigaon,Khulagaon,782411,India
Assam,Marigaon,Killing Valley,782410,India
Assam,Marigaon,Komoraguri,782105,India
Assam,Marigaon,Kuranibori,782411,India
Assam,Marigaon,Lahorighat,782127,India
Assam,Marigaon,Lengeribori,782001,India
Assam,Marigaon,Lochanabori,782126,India
Assam,Marigaon,Manaha Kacharigaon,782411,India
Assam,Marigaon,Manipur,782105,India
Assam,Marigaon,Mayang Kamarpur,782411,India
Assam,Marigaon,Mikirbheta,782108,India
Assam,Marigaon,Moirabari,782126,India
Assam,Marigaon,Morigaon,782105,India
Assam,Marigaon,Nagabandha,782103,India
Assam,Marigaon,Natuagaon,782105,India
Assam,Marigaon,Natun Bangalbori,782411,India
Assam,Marigaon,Nellie,782410,India
Assam,Marigaon,Nizdandua,782104,India
Assam,Marigaon,No.1 gayangaon,782126,India
Assam,Marigaon,Patidaya,782104,India
Assam,Marigaon,Patrabori,782104,India
Assam,Marigaon,Patsari,782410,India
Assam,Marigaon,Patuakata,782104,India
Assam,Marigaon,Pukarkata,782001,India
Assam,Marigaon,Raja Mayang,782411,India
Assam,Marigaon,Ramjanati,782103,India
Assam,Marigaon,Sagunbahipathar,782126,India
Assam,Marigaon,Sahariagaon,782126,India
Assam,Marigaon,Salkati Pathar,782126,India
Assam,Marigaon,Sandahkhaiti,782001,India
Assam,Marigaon,Sapmarigaon,782104,India
Assam,Marigaon,Sarubori,782105,India
Assam,Marigaon,Satiantoli,782127,India
Assam,Marigaon,Silchung,782412,India
Assam,Marigaon,Solmari Mikirgaon,782104,India
Assam,Marigaon,Sondoba,782001,India
Assam,Marigaon,Sukdal Sarubori,782104,India
Assam,Marigaon,Tarabori Kalsila satra,782104,India
Assam,Marigaon,Tengaguri,782127,India
Assam,Marigaon,Tokonabori,782104,India
Assam,Marigaon,Toptola,782001,India
Assam,Marigaon,Udari,782105,India
Assam,Lakhimpur,Adi Alengi satra,787054,India
Assam,Lakhimpur,Ahomoni,787052,India
Assam,Lakhimpur,Amtola Jaintpur,787052,India
Assam,Lakhimpur,Angerkhowa,787031,India
Assam,Lakhimpur,Arimora Tiniali,784165,India
Assam,Lakhimpur,Azad,787031,India
Assam,Lakhimpur,Badati,784162,India
Assam,Lakhimpur,Badhakhara,787032,India
Assam,Lakhimpur,Bahadurchuk,787031,India
Assam,Lakhimpur,Bahgora Deurigaon,784164,India
Assam,Lakhimpur,Bahpara,787055,India
Assam,Lakhimpur,Barbali,784163,India
Assam,Lakhimpur,Barkhamukh,787055,India
Assam,Lakhimpur,Batamari Tiniali,787053,India
Assam,Lakhimpur,Begumgaon,787055,India
Assam,Lakhimpur,Bhatowkuchi,784165,India
Assam,Lakhimpur,Bhimpara Balijan,787032,India
Assam,Lakhimpur,Bhogpur Chariali,787033,India
Assam,Lakhimpur,Bholabari,787033,India
Assam,Lakhimpur,Bihupuria,784164,India
